-1000.0	-1000.0	\\
0.0	0.0	\\
-500.0	500.0	\\
500.0	-500.0	\\
-750.0	-250.0	\\
250.0	750.0	\\
-250.0	-750.0	\\
750.0	250.0	\\
-875.0	375.0	\\
125.0	-625.0	\\
-375.0	-125.0	\\
625.0	875.0	\\
-625.0	-875.0	\\
375.0	125.0	\\
-125.0	625.0	\\
875.0	-375.0	\\
-937.5	-312.5	\\
62.5	687.5	\\
-437.5	-812.5	\\
562.5	187.5	\\
-687.5	437.5	\\
312.5	-562.5	\\
-187.5	-62.5	\\
812.5	937.5	\\
-812.5	-937.5	\\
187.5	62.5	\\
-312.5	562.5	\\
687.5	-437.5	\\
-562.5	-187.5	\\
437.5	812.5	\\
-62.5	-687.5	\\
937.5	312.5	\\
-968.75	-656.25	\\
31.25	343.75	\\
-468.75	843.75	\\
531.25	-156.25	\\
-718.75	93.75	\\
281.25	-906.25	\\
-218.75	-406.25	\\
781.25	593.75	\\
-843.75	718.75	\\
156.25	-281.25	\\
-343.75	218.75	\\
656.25	-781.25	\\
-593.75	-531.25	\\
406.25	468.75	\\
-93.75	968.75	\\
906.25	-31.25	\\
-906.25	31.25	\\
93.75	-968.75	\\
-406.25	-468.75	\\
593.75	531.25	\\
-656.25	781.25	\\
343.75	-218.75	\\
-156.25	281.25	\\
843.75	-718.75	\\
-781.25	-593.75	\\
218.75	406.25	\\
-281.25	906.25	\\
718.75	-93.75	\\
-531.25	156.25	\\
468.75	-843.75	\\
-31.25	-343.75	\\
968.75	656.25	\\
-984.375	-828.125	\\
15.625	171.875	\\
-484.375	671.875	\\
515.625	-328.125	\\
-734.375	-78.125	\\
265.625	921.875	\\
-234.375	-578.125	\\
765.625	421.875	\\
-859.375	546.875	\\
140.625	-453.125	\\
-359.375	46.875	\\
640.625	-953.125	\\
-609.375	-703.125	\\
390.625	296.875	\\
-109.375	796.875	\\
890.625	-203.125	\\
-921.875	-140.625	\\
78.125	859.375	\\
-421.875	-640.625	\\
578.125	359.375	\\
-671.875	609.375	\\
328.125	-390.625	\\
-171.875	109.375	\\
828.125	-890.625	\\
-796.875	-765.625	\\
203.125	234.375	\\
-296.875	734.375	\\
703.125	-265.625	\\
-546.875	-15.625	\\
453.125	984.375	\\
-46.875	-515.625	\\
953.125	484.375	\\
-953.125	-484.375	\\
46.875	515.625	\\
-453.125	-984.375	\\
546.875	15.625	\\
-703.125	265.625	\\
296.875	-734.375	\\
-203.125	-234.375	\\
796.875	765.625	\\
-828.125	890.625	\\
171.875	-109.375	\\
-328.125	390.625	\\
671.875	-609.375	\\
-578.125	-359.375	\\
421.875	640.625	\\
-78.125	-859.375	\\
921.875	140.625	\\
-890.625	203.125	\\
109.375	-796.875	\\
-390.625	-296.875	\\
609.375	703.125	\\
-640.625	953.125	\\
359.375	-46.875	\\
-140.625	453.125	\\
859.375	-546.875	\\
-765.625	-421.875	\\
234.375	578.125	\\
-265.625	-921.875	\\
734.375	78.125	\\
-515.625	328.125	\\
484.375	-671.875	\\
-15.625	-171.875	\\
984.375	828.125	\\
-992.1875	85.9375	\\
7.8125	-914.0625	\\
-492.1875	-414.0625	\\
507.8125	585.9375	\\
-742.1875	835.9375	\\
257.8125	-164.0625	\\
-242.1875	335.9375	\\
757.8125	-664.0625	\\
-867.1875	-539.0625	\\
132.8125	460.9375	\\
-367.1875	960.9375	\\
632.8125	-39.0625	\\
-617.1875	210.9375	\\
382.8125	-789.0625	\\
-117.1875	-289.0625	\\
882.8125	710.9375	\\
-929.6875	773.4375	\\
70.3125	-226.5625	\\
-429.6875	273.4375	\\
570.3125	-726.5625	\\
-679.6875	-476.5625	\\
320.3125	523.4375	\\
-179.6875	-976.5625	\\
820.3125	23.4375	\\
-804.6875	148.4375	\\
195.3125	-851.5625	\\
-304.6875	-351.5625	\\
695.3125	648.4375	\\
-554.6875	898.4375	\\
445.3125	-101.5625	\\
-54.6875	398.4375	\\
945.3125	-601.5625	\\
-960.9375	429.6875	\\
39.0625	-570.3125	\\
-460.9375	-70.3125	\\
539.0625	929.6875	\\
-710.9375	-820.3125	\\
289.0625	179.6875	\\
-210.9375	679.6875	\\
789.0625	-320.3125	\\
-835.9375	-195.3125	\\
164.0625	804.6875	\\
-335.9375	-695.3125	\\
664.0625	304.6875	\\
-585.9375	554.6875	\\
414.0625	-445.3125	\\
-85.9375	54.6875	\\
914.0625	-945.3125	\\
-898.4375	-882.8125	\\
101.5625	117.1875	\\
-398.4375	617.1875	\\
601.5625	-382.8125	\\
-648.4375	-132.8125	\\
351.5625	867.1875	\\
-148.4375	-632.8125	\\
851.5625	367.1875	\\
-773.4375	492.1875	\\
226.5625	-507.8125	\\
-273.4375	-7.8125	\\
726.5625	992.1875	\\
-523.4375	-757.8125	\\
476.5625	242.1875	\\
-23.4375	742.1875	\\
976.5625	-257.8125	\\
-976.5625	257.8125	\\
23.4375	-742.1875	\\
-476.5625	-242.1875	\\
523.4375	757.8125	\\
-726.5625	-992.1875	\\
273.4375	7.8125	\\
-226.5625	507.8125	\\
773.4375	-492.1875	\\
-851.5625	-367.1875	\\
148.4375	632.8125	\\
-351.5625	-867.1875	\\
648.4375	132.8125	\\
-601.5625	382.8125	\\
398.4375	-617.1875	\\
-101.5625	-117.1875	\\
898.4375	882.8125	\\
-914.0625	945.3125	\\
85.9375	-54.6875	\\
-414.0625	445.3125	\\
585.9375	-554.6875	\\
-664.0625	-304.6875	\\
335.9375	695.3125	\\
-164.0625	-804.6875	\\
835.9375	195.3125	\\
-789.0625	320.3125	\\
210.9375	-679.6875	\\
-289.0625	-179.6875	\\
710.9375	820.3125	\\
-539.0625	-929.6875	\\
460.9375	70.3125	\\
-39.0625	570.3125	\\
960.9375	-429.6875	\\
-945.3125	601.5625	\\
54.6875	-398.4375	\\
-445.3125	101.5625	\\
554.6875	-898.4375	\\
-695.3125	-648.4375	\\
304.6875	351.5625	\\
-195.3125	851.5625	\\
804.6875	-148.4375	\\
-820.3125	-23.4375	\\
179.6875	976.5625	\\
-320.3125	-523.4375	\\
679.6875	476.5625	\\
-570.3125	726.5625	\\
429.6875	-273.4375	\\
-70.3125	226.5625	\\
929.6875	-773.4375	\\
-882.8125	-710.9375	\\
117.1875	289.0625	\\
-382.8125	789.0625	\\
617.1875	-210.9375	\\
-632.8125	39.0625	\\
367.1875	-960.9375	\\
-132.8125	-460.9375	\\
867.1875	539.0625	\\
-757.8125	664.0625	\\
242.1875	-335.9375	\\
-257.8125	164.0625	\\
742.1875	-835.9375	\\
-507.8125	-585.9375	\\
492.1875	414.0625	\\
